fold,mae,rmse,r2,spearman,n_val
0,0.012163625166380932,0.016513691039641742,0.7716374866494143,0.8603781128758677,2968
1,0.012557896440429627,0.016910642100890584,0.7749658851307232,0.8701837901939711,2968
2,0.012005694097989844,0.016162060546646373,0.777305875468641,0.8685974974221807,2968
3,0.011820718969284112,0.01580848145706547,0.7806667293885788,0.8710459930222929,2967
4,0.011792917362065227,0.015681388034432468,0.7857296295228148,0.8696417251521981,2967
