fold,mae,rmse,r2,spearman,n_val
0,0.01205198614115792,0.01632684606598156,0.7767758897960609,0.8625590340338368,2968
1,0.012392211555353696,0.016692800322256472,0.7807262913341215,0.8736072636580272,2968
2,0.011904197053742094,0.016068878440888456,0.7798663518772346,0.8699837828621899,2968
3,0.01170601866170015,0.015689012120721487,0.7839693345373606,0.8734614586845805,2967
4,0.011769325654224451,0.015608322580328956,0.7877217094151461,0.8706459663403838,2967
